card_set,card_rarity,card_name,card_index,card_price,created_time
eb01,P-SEC,Mr.2・ボン・クレー(ベンサム)(パラレル),EB01-061,5980,2025-03-19 22:18:38
eb02,P-R,トニートニー・チョッパー(パラレル),EB02-003,780,2025-03-19 22:20:34
eb02,P-SR,ヤマト(パラレル),EB02-006,1780,2025-03-19 22:20:16
eb02,L,モンキー・D・ルフィ,EB02-010,50,2025-03-19 22:23:38
eb02,SR,アーロン,EB02-011,220,2025-03-19 22:22:17
eb02,P-SR,ネフェルタリ・ビビ(パラレル),EB02-026,2980,2025-03-19 22:21:25
eb02,SR,ネフェルタリ・ビビ,EB02-026,580,2025-03-19 22:23:12
eb02,P-SR,センゴク(パラレル),EB02-044,2980,2025-03-19 22:23:56
eb02,P-R,ブルック(パラレル),EB02-048,780,2025-03-19 22:21:29
eb02,P-R,サンジ(パラレル),EB02-054,1980,2025-03-19 22:21:55
eb02,P-SEC,モンキー・D・ルフィ(パラレル),EB02-061,4980,2025-03-19 22:18:54
eb02,P-SEC,モンキー・D・ルフィ(パラレル)(スーパーパラレル),EB02-061,128000,2025-03-19 22:20:29
eb02,P-L,ベロ・ベティ(パラレル/箔押し),OP05-002,4980,2025-03-19 22:23:29
eb02,P-L,ペローナ(パラレル/箔押し),OP06-021,9980,2025-03-19 22:18:29
eb02,P-L,ヴィンスモーク・レイジュ(パラレル/箔押し),OP06-042,12800,2025-03-19 22:17:16
eb02,P-L,ゲッコー・モリア(パラレル/箔押し),OP06-080,5980,2025-03-19 22:17:31
op01,P-SEC,シャンクス(パラレル)(スーパーパラレル)(刻印なし),OP01-120,69800,2025-03-19 22:20:55
op01,P-SEC,シャンクス(パラレル),OP01-120,1480,2025-03-19 22:23:59
op01,P-SEC,ヤマト(パラレル),OP01-121,2980,2025-03-19 22:22:02
op02,P-SEC,ウタ(パラレル),OP02-120,2480,2025-03-19 22:22:53
op02,P-SEC,クザン(パラレル),OP02-121,1280,2025-03-19 22:20:03
op03,P-SEC,そげキング(パラレル),OP03-122,980,2025-03-19 22:17:13
op03,P-SEC,そげキング(パラレル)(スーパーパラレル)(刻印なし),OP03-122,49800,2025-03-19 22:17:57
op03,P-SEC,シャーロット・カタクリ(パラレル),OP03-123,3980,2025-03-19 22:21:40
op04,P-SEC,ネフェルタリ・ビビ(パラレル),OP04-118,1480,2025-03-19 22:23:00
op04,P-SEC,ドンキホーテ・ロシナンテ(パラレル),OP04-119,1480,2025-03-19 22:23:41
op05,P-SEC,カイドウ(パラレル),OP05-118,980,2025-03-19 22:23:08
op05,P-SEC,モンキー・D・ルフィ(パラレル)(スーパーパラレル),OP05-119,398000,2025-03-19 22:18:22
op05,P-SEC,モンキー・D・ルフィ(パラレル),OP05-119,5980,2025-03-19 22:23:04
op06,P-SEC,ロロノア・ゾロ(パラレル),OP06-118,4980,2025-03-19 22:18:15
op06,P-SEC,ロロノア・ゾロ(パラレル)(スーパーパラレル),OP06-118,99800,2025-03-19 22:21:00
op06,P-SEC,サンジ(パラレル),OP06-119,6980,2025-03-19 22:21:36
op07,P-SEC,サボ(パラレル),OP07-118,980,2025-03-19 22:23:24
op07,P-SEC,ポートガス・D・エース(パラレル),OP07-119,3980,2025-03-19 22:23:34
op08,P-SEC,シルバーズ･レイリー(パラレル)(スーパーパラレル),OP08-118,49800,2025-03-19 22:21:22
op08,P-SEC,シルバーズ･レイリー(パラレル),OP08-118,4980,2025-03-19 22:22:39
op08,P-SEC,カイドウ＆リンリン(パラレル),OP08-119,980,2025-03-19 22:21:15
op09,P-SEC,ゴール・D・ロジャー(パラレル),OP09-118,1280,2025-03-19 22:19:20
op09,P-SEC,ゴール・D・ロジャー(パラレル)(スーパーパラレル),OP09-118,498000,2025-03-19 22:19:52
op09,P-SEC,モンキー・D・ルフィ(パラレル)(スーパーパラレル),OP09-119,128000,2025-03-19 22:19:47
op09,P-SEC,モンキー・D・ルフィ(パラレル),OP09-119,1280,2025-03-19 22:22:57
op10,SR,サンジ,OP10-005,320,2025-03-19 22:22:21
op10,SR,モネ,OP10-016,220,2025-03-19 22:18:18
op10,SR,スモーカー,OP10-030,420,2025-03-19 22:18:05
op10,SR,たしぎ,OP10-032,780,2025-03-19 22:22:42
op10,SR,キュロス,OP10-046,320,2025-03-19 22:17:28
op10,SR,レベッカ,OP10-058,220,2025-03-19 22:20:41
op10,SR,ドンキホーテ・ドフラミンゴ,OP10-071,220,2025-03-19 22:20:51
op10,SR,ドンキホーテ・ロシナンテ,OP10-072,580,2025-03-19 22:23:15
op10,SR,クザン,OP10-082,220,2025-03-19 22:22:49
op10,P-SEC,モンキー・D・ルフィ(パラレル),OP10-118,1480,2025-03-19 22:17:48
op10,P-SEC,トラファルガー・ロー(パラレル)(スーパーパラレル),OP10-119,59800,2025-03-19 22:19:43
op10,P-SEC,トラファルガー・ロー(パラレル),OP10-119,3480,2025-03-19 22:21:48
op11,P-SEC,モンキー・D・ルフィ(パラレル),OP11-118,5980,2025-03-19 22:17:35
op11,P-SEC,モンキー・D・ルフィ(パラレル)(スーパーパラレル),OP11-118,89800,2025-03-19 22:17:38
op11,P-SEC,コビー(パラレル),OP11-119,1980,2025-03-19 22:21:33
prb01,P-SEC,シャンクス(パラレル)(スーパーパラレル)(刻印あり),OP01-120,128000,2025-03-19 22:20:25
prb01,P-SEC,シャンクス(パラレル)(PRB),OP01-120,780,2025-03-19 22:20:37
prb01,P-SEC,ヤマト(パラレル)(PRB),OP01-121,1980,2025-03-19 22:17:42
prb01,P-SEC,クザン(パラレル)(PRB),OP02-121,780,2025-03-19 22:19:57
prb01,P-SEC,そげキング(パラレル)(スーパーパラレル)(刻印あり),OP03-122,99800,2025-03-19 22:20:44
prb01,P-SEC,シャーロット・カタクリ(パラレル)(PRB),OP03-123,1480,2025-03-19 22:22:09
prb01,P-SEC,サボ(パラレル)(スーパーパラレル)(刻印あり),OP04-083,128000,2025-03-19 22:18:11
prb01,P-SEC,カイドウ(パラレル)(PRB),OP05-118,780,2025-03-19 22:22:35
prb01,P-SEC,モンキー・D・ルフィ(パラレル)(PRB),OP05-119,2480,2025-03-19 22:17:09
