card_set,card_rarity,card_name,card_index,card_price,created_time
eb01,P-L,光月おでん(パラレル),EB01-001,980,2025-04-25 16:24:12
eb01,P-R,キッド&キラー(パラレル),EB01-003,980,2025-04-25 16:24:15
eb01,P-SR,トニートニー・チョッパー(パラレル),EB01-006,1280,2025-04-25 16:24:18
eb01,P-SR,トニートニー・チョッパー(パラレル)(スーパーパラレル),EB01-006,59800,2025-04-25 16:24:21
eb01,P-SR,キャベンディッシュ(パラレル),EB01-012,1280,2025-04-25 16:24:24
eb01,P-R,光月日和(パラレル),EB01-013,780,2025-04-25 16:24:27
eb01,P-L,ハンニャバル(パラレル),EB01-021,780,2025-04-25 16:24:29
eb01,P-SR,イナズマ(パラレル),EB01-022,780,2025-04-25 16:24:33
eb01,P-R,Mr.1(ダズ・ボーネス)(パラレル),EB01-027,780,2025-04-25 16:24:36
eb01,P-R,カリファ(パラレル),EB01-031,780,2025-04-25 16:24:39
eb01,P-SR,ミス・ウェンズデー(パラレル),EB01-034,780,2025-04-25 16:24:42
eb01,P-L,キュロス(パラレル),EB01-040,780,2025-04-25 16:24:45
eb01,P-SR,ブルック(パラレル),EB01-046,1480,2025-04-25 16:24:48
eb01,P-SR,ラブーン(パラレル),EB01-048,1980,2025-04-25 16:24:50
eb01,P-R,Tボーン(パラレル),EB01-049,780,2025-04-25 16:24:54
eb01,P-SR,ヴィオラ(パラレル),EB01-052,780,2025-04-25 16:24:57
eb01,P-R,シャーロット・フランペ(パラレル),EB01-056,1280,2025-04-25 16:25:02
eb01,P-SR,しらほし(パラレル),EB01-057,1480,2025-04-25 16:25:05
eb01,SEC,Mr.2・ボン・クレー(ベンサム),EB01-061,2480,2025-04-25 16:25:08
eb01,P-SEC,Mr.2・ボン・クレー(ベンサム)(パラレル),EB01-061,4980,2025-04-25 16:25:11
eb02,P-R,トニートニー・チョッパー(パラレル),EB02-003,780,2025-04-25 16:25:14
eb02,P-SR,ヤマト(パラレル),EB02-006,780,2025-04-25 16:25:17
eb02,P-L,モンキー・D・ルフィ(パラレル),EB02-010,14800,2025-04-25 16:25:20
eb02,P-SR,アーロン(パラレル),EB02-011,780,2025-04-25 16:25:23
eb02,P-SR,ジュエリー・ボニー(パラレル),EB02-015,780,2025-04-25 16:25:29
eb02,P-R,ナミ(パラレル),EB02-017,2480,2025-04-25 16:25:32
eb02,P-R,ウソップ(パラレル),EB02-022,780,2025-04-25 16:25:37
eb02,P-SR,ネフェルタリ・ビビ(パラレル),EB02-026,1780,2025-04-25 16:25:44
eb02,P-SR,サンジ&プリン(パラレル),EB02-035,2980,2025-04-25 16:25:47
eb02,P-R,ニコ・ロビン(パラレル),EB02-036,980,2025-04-25 16:25:50
eb02,P-SR,センゴク(パラレル),EB02-044,980,2025-04-25 16:25:52
eb02,P-SR,トラファルガー・ロー(パラレル),EB02-045,780,2025-04-25 16:25:55
eb02,P-R,ブルック(パラレル),EB02-048,780,2025-04-25 16:25:58
eb02,P-SR,エネル(パラレル),EB02-052,1480,2025-04-25 16:26:01
eb02,P-R,サンジ(パラレル),EB02-054,980,2025-04-25 16:26:04
