card_set,card_rarity,card_name,card_index,card_price,created_time
don,DON,ドン!!カード(モンキー・Dガープ＆モンキー・D・ルフィ(10年前)),,120,2025-03-20 03:58:50
don,DON,ドン!!カード(ブルックモチーフ),,320,2025-03-20 03:59:32
don,DON,ドン!!カード(ロビンモチーフ),,500,2025-03-20 04:02:13
don,DON,ドン!!カード(ルフィモチーフ),,500,2025-03-20 04:04:16
don,DON,ドン!!カード(チョッパーモチーフ),,500,2025-03-20 04:06:34
don,DON,ドン!!カード(ジンベエモチーフ),,320,2025-03-20 04:08:46
don,DON,ドン!!カード(サンジモチーフ),,500,2025-03-20 04:11:24
don,DON,ドン!!カード(ナミモチーフ),,500,2025-03-20 04:28:03
don,DON,ドン!!カード(赤文字黒背景/白背景裏面),,1280,2025-03-20 04:29:10
don,DON,ドン!!カード(ヤマト!!!キミの為に死ねる!!!),,780,2025-03-20 04:31:12
don,DON,ドン!!カード(黒文字白背景/白背景裏面),,30,2025-03-20 04:32:38
don,DON,ドン!!カード(ゾロモチーフ),,500,2025-03-20 04:33:25
don,DON,ドン!!カード(箔押し)(金文字白背景/白背景裏面),,780,2025-03-20 04:35:52
don,DON,ドン!!カード(ウソップモチーフ),,500,2025-03-20 04:37:33
don,DON,"ドン!!カード(""海賊王""になる男だ!!!)",,320,2025-03-20 04:38:49
don,DON,ドン!!カード(フランキーモチーフ),,320,2025-03-20 04:39:51
don,DON,ドン!!カード(ドンドットットドンドットット),,2480,2025-03-20 04:40:16
eb01,P-L,光月おでん(パラレル),EB01-001,980,2025-03-20 04:27:59
eb01,P-R,キッド&キラー(パラレル),EB01-003,1280,2025-03-20 04:03:58
eb01,P-SR,トニートニー・チョッパー(パラレル),EB01-006,1280,2025-03-20 04:15:01
eb01,P-SR,トニートニー・チョッパー(パラレル)(スーパーパラレル),EB01-006,79800,2025-03-20 04:16:35
eb01,P-SR,キャベンディッシュ(パラレル),EB01-012,1280,2025-03-20 04:39:55
eb01,P-R,光月日和(パラレル),EB01-013,780,2025-03-20 04:00:26
eb01,P-L,ハンニャバル(パラレル),EB01-021,980,2025-03-20 04:04:44
eb01,P-SR,イナズマ(パラレル),EB01-022,780,2025-03-20 03:59:45
eb01,P-R,Mr.1(ダズ・ボーネス)(パラレル),EB01-027,980,2025-03-20 04:33:48
eb01,P-R,カリファ(パラレル),EB01-031,780,2025-03-20 04:00:15
eb01,P-SR,ミス・ウェンズデー(パラレル),EB01-034,780,2025-03-20 04:28:06
eb01,P-L,キュロス(パラレル),EB01-040,980,2025-03-20 04:25:48
eb01,P-SR,ブルック(パラレル),EB01-046,2980,2025-03-20 04:31:15
eb01,P-SR,ラブーン(パラレル),EB01-048,1280,2025-03-20 04:14:35
eb01,P-R,Tボーン(パラレル),EB01-049,780,2025-03-20 04:11:31
eb01,P-SR,ヴィオラ(パラレル),EB01-052,780,2025-03-20 04:15:57
eb01,P-R,シャーロット・フランペ(パラレル),EB01-056,2980,2025-03-20 04:18:19
eb01,P-SR,しらほし(パラレル),EB01-057,3480,2025-03-20 04:38:41
eb01,SEC,Mr.2・ボン・クレー(ベンサム),EB01-061,2980,2025-03-20 04:02:35
eb01,P-SEC,Mr.2・ボン・クレー(ベンサム)(パラレル),EB01-061,5980,2025-03-20 04:22:54
eb02,P-L,光月おでん(パラレル/箔押し),EB01-001,4980,2025-03-20 03:59:48
eb02,P-L,ハンニャバル(パラレル/箔押し),EB01-021,2980,2025-03-20 04:27:31
eb02,P-L,キュロス(パラレル/箔押し),EB01-040,2980,2025-03-20 04:18:59
eb02,P-R,トニートニー・チョッパー(パラレル),EB02-003,780,2025-03-20 04:34:14
eb02,P-SR,ヤマト(パラレル),EB02-006,1780,2025-03-20 04:12:19
eb02,P-L,モンキー・D・ルフィ(パラレル),EB02-010,14800,2025-03-20 04:36:06
eb02,P-SR,アーロン(パラレル),EB02-011,780,2025-03-20 04:01:17
eb02,P-SR,ジュエリー・ボニー(パラレル),EB02-015,1480,2025-03-20 04:36:57
eb02,P-R,ナミ(パラレル),EB02-017,2480,2025-03-20 04:05:44
eb02,P-R,ウソップ(パラレル),EB02-022,780,2025-03-20 04:03:51
eb02,P-SR,ネフェルタリ・ビビ(パラレル),EB02-026,2980,2025-03-20 04:35:20
eb02,P-SR,サンジ&プリン(パラレル),EB02-035,3980,2025-03-20 04:36:14
eb02,P-R,ニコ・ロビン(パラレル),EB02-036,1480,2025-03-20 04:34:28
eb02,P-SR,センゴク(パラレル),EB02-044,2980,2025-03-20 04:40:12
eb02,P-SR,トラファルガー・ロー(パラレル),EB02-045,980,2025-03-20 04:29:24
eb02,P-R,ブルック(パラレル),EB02-048,780,2025-03-20 04:35:30
eb02,P-SR,エネル(パラレル),EB02-052,3980,2025-03-20 04:34:32
eb02,P-R,サンジ(パラレル),EB02-054,1980,2025-03-20 04:26:55
eb02,P-SR,ベガパンク(パラレル),EB02-056,980,2025-03-20 04:31:30
eb02,SEC,モンキー・D・ルフィ,EB02-061,2980,2025-03-20 04:13:34
eb02,P-SEC,モンキー・D・ルフィ(パラレル),EB02-061,4980,2025-03-20 04:22:57
eb02,P-SEC,モンキー・D・ルフィ(パラレル)(スーパーパラレル),EB02-061,128000,2025-03-20 04:34:11
eb02,P-L,サボ(パラレル/箔押し),OP05-001,3980,2025-03-20 04:22:51
eb02,P-L,ベロ・ベティ(パラレル/箔押し),OP05-002,4980,2025-03-20 04:39:15
eb02,P-L,ドンキホーテ・ロシナンテ(パラレル/箔押し),OP05-022,4980,2025-03-20 04:25:16
eb02,P-L,モンキー・D・ルフィ(パラレル/箔押し),OP05-060,14800,2025-03-20 04:21:50
eb02,P-L,エネル(パラレル/箔押し),OP05-098,14800,2025-03-20 04:22:32
eb02,P-L,ウタ(パラレル/箔押し),OP06-001,12800,2025-03-20 04:36:50
eb02,P-L,ホーディ・ジョーンズ(パラレル/箔押し),OP06-020,2980,2025-03-20 04:34:18
eb02,P-L,ペローナ(パラレル/箔押し),OP06-021,9980,2025-03-20 04:11:46
eb02,P-L,ヤマト(パラレル/箔押し),OP06-022,9980,2025-03-20 04:27:06
eb02,P-L,ヴィンスモーク・レイジュ(パラレル/箔押し),OP06-042,12800,2025-03-20 04:20:52
eb02,P-L,ゲッコー・モリア(パラレル/箔押し),OP06-080,5980,2025-03-20 04:09:41
eb02,P-L,モンキー・D・ドラゴン(パラレル/箔押し),OP07-001,3980,2025-03-20 04:03:48
eb02,P-L,ジュエリー・ボニー(パラレル/箔押し),OP07-019,12800,2025-03-20 04:25:51
eb02,P-L,ボア・ハンコック(パラレル/箔押し),OP07-038,24800,2025-03-20 03:59:21
eb02,P-L,フォクシー(パラレル/箔押し),OP07-059,2980,2025-03-20 04:34:40
eb02,P-L,ロブ・ルッチ(パラレル/箔押し),OP07-079,7980,2025-03-20 04:39:33
eb02,P-L,ベガパンク(パラレル/箔押し),OP07-097,3980,2025-03-20 04:34:05
eb02,P-L,トニートニー・チョッパー(パラレル/箔押し),OP08-001,4980,2025-03-20 04:18:12
eb02,P-L,マルコ(パラレル/箔押し),OP08-002,4980,2025-03-20 04:21:38
eb02,P-L,キャロット(パラレル/箔押し),OP08-021,4980,2025-03-20 04:03:11
eb02,P-L,キング(パラレル/箔押し),OP08-057,3980,2025-03-20 04:02:28
eb02,P-L,シャーロット・プリン(パラレル/箔押し),OP08-058,7980,2025-03-20 04:08:38
eb02,P-L,カルガラ(パラレル/箔押し),OP08-098,3980,2025-03-20 04:38:34
eb02,DON,ドンカード(村の少年モンキー・D・ルフィ),,50,2025-03-20 04:28:30
op01,P-L,ロロノア・ゾロ(パラレル),OP01-001,14800,2025-03-20 04:23:34
op01,P-L,トラファルガー・ロー(パラレル),OP01-002,12800,2025-03-20 04:25:27
op01,P-L,モンキー・D・ルフィ(パラレル),OP01-003,12800,2025-03-20 04:35:48
op01,P-R,サンジ(パラレル),OP01-013,1980,2025-03-20 04:32:18
op01,P-R,ナミ(パラレル),OP01-016,14800,2025-03-20 04:33:54
op01,P-SR,モンキー・D・ルフィ(パラレル),OP01-024,1480,2025-03-20 04:28:34
op01,P-SR,ロロノア・ゾロ(パラレル),OP01-025,3480,2025-03-20 04:18:25
op01,P-L,光月おでん(パラレル),OP01-031,1780,2025-03-20 04:32:54
op01,P-SR,錦えもん(パラレル),OP01-040,780,2025-03-20 04:32:22
op01,P-SR,トラファルガー・ロー(パラレル),OP01-047,1780,2025-03-20 04:36:35
op01,P-SR,ユースタス・キッド(パラレル),OP01-051,2980,2025-03-20 04:13:53
op01,P-L,ドンキホーテ・ドフラミンゴ(パラレル),OP01-060,7980,2025-03-20 04:14:57
op01,P-L,カイドウ(パラレル),OP01-061,2480,2025-03-20 04:09:55
op01,P-L,クロコダイル(パラレル),OP01-062,2980,2025-03-20 04:22:24
op01,P-SR,クロコダイル(パラレル),OP01-067,780,2025-03-20 04:04:54
op01,P-SR,ジュラキュール・ミホーク(パラレル),OP01-070,1280,2025-03-20 04:03:03
op01,P-R,ドンキホーテ・ドフラミンゴ(パラレル),OP01-073,1480,2025-03-20 04:10:56
op01,P-SR,ボア・ハンコック(パラレル),OP01-078,2480,2025-03-20 04:24:17
op01,P-L,キング(パラレル),OP01-091,1480,2025-03-20 04:16:09
op01,P-R,うるティ(パラレル),OP01-093,980,2025-03-20 03:59:17
op01,P-SR,カイドウ(パラレル),OP01-094,980,2025-03-20 04:31:04
op01,P-SR,キング(パラレル),OP01-096,780,2025-03-20 04:08:04
op01,P-R,クイーン(パラレル),OP01-097,780,2025-03-20 04:25:38
op01,P-R,ジャック(パラレル),OP01-102,780,2025-03-20 04:36:46
op01,P-SEC,シャンクス(パラレル)(スーパーパラレル)(刻印なし),OP01-120,69800,2025-03-20 04:13:46
op01,SEC,シャンクス(刻印なし),OP01-120,320,2025-03-20 04:21:10
op01,P-SEC,シャンクス(パラレル),OP01-120,1480,2025-03-20 04:40:31
op01,SEC,ヤマト(刻印なし),OP01-121,320,2025-03-20 04:07:38
op01,P-SEC,ヤマト(パラレル),OP01-121,2980,2025-03-20 04:15:36
op01,DON,ドン!!カード(黒文字白背景/ONE,,30,2025-03-20 04:38:20
op02,P-L,エドワード・ニューゲート(パラレル),OP02-001,2980,2025-03-20 04:35:44
op02,P-L,モンキー・D・ガープ(パラレル),OP02-002,2980,2025-03-20 04:27:10
op02,P-SR,エドワード・ニューゲート(パラレル),OP02-004,1280,2025-03-20 04:06:50
op02,P-SR,ポートガス・D・エース(パラレル),OP02-013,2980,2025-03-20 04:06:09
op02,P-SR,ポートガス・D・エース(パラレル)(スーパーパラレル)(刻印なし),OP02-013,128000,2025-03-20 04:08:41
op02,P-R,マスクド・デュース(パラレル),OP02-017,780,2025-03-20 04:32:33
op02,P-R,マルコ(パラレル),OP02-018,780,2025-03-20 04:07:09
op02,P-L,錦えもん(パラレル),OP02-025,1280,2025-03-20 03:59:42
op02,P-L,サンジ(パラレル),OP02-026,2980,2025-03-20 04:24:21
op02,P-SR,光月おでん(パラレル),OP02-030,780,2025-03-20 04:00:42
op02,P-SR,ナミ(パラレル),OP02-036,1480,2025-03-20 04:24:32
op02,P-R,モンキー・Ｄ・ルフィ(パラレル),OP02-041,2480,2025-03-20 04:38:44
op02,P-L,エンポリオ・イワンコフ(パラレル),OP02-049,1480,2025-03-20 04:23:37
op02,P-SR,エンポリオ・イワンコフ(パラレル),OP02-051,780,2025-03-20 04:01:59
op02,P-R,バギー(パラレル),OP02-058,980,2025-03-20 04:26:37
