card_set,card_rarity,card_name,card_index,card_price,created_time
s12a,AR,ヒスイビリリダマ,173/172,220,2025-04-06 02:12:06
s12a,AR,コロトック,174/172,220,2025-04-06 02:12:11
s12a,AR,ブーバーン,175/172,320,2025-04-06 02:12:15
s12a,AR,オドリドリ,176/172,320,2025-04-06 02:12:20
s12a,AR,ラプラス,177/172,500,2025-04-06 02:12:26
s12a,AR,マナフィ,178/172,420,2025-04-06 02:12:31
s12a,AR,ケルディオ,179/172,420,2025-04-06 02:12:36
s12a,AR,エレキブル,180/172,320,2025-04-06 02:12:41
s12a,AR,ストリンダー,181/172,220,2025-04-06 02:12:47
s12a,AR,ガラルフリーザー,182/172,420,2025-04-06 02:12:51
s12a,AR,ミュウ,183/172,2480,2025-04-06 02:12:57
s12a,AR,ルナトーン,184/172,320,2025-04-06 02:13:01
s12a,AR,デオキシス,185/172,680,2025-04-06 02:13:06
s12a,AR,ディアンシー,186/172,320,2025-04-06 02:13:11
s12a,AR,キュワワー,187/172,220,2025-04-06 02:13:16
s12a,AR,ガラルサンダー,188/172,420,2025-04-06 02:13:21
s12a,AR,ソルロック,189/172,220,2025-04-06 02:13:26
s12a,AR,ガラルファイヤー,190/172,680,2025-04-06 02:13:31
s12a,AR,アブソル,191/172,420,2025-04-06 02:13:36
s12a,AR,フォクスライ,192/172,320,2025-04-06 02:13:42
s12a,AR,ジバコイル,193/172,320,2025-04-06 02:13:47
s12a,AR,チルタリス,194/172,320,2025-04-06 02:13:52
s12a,AR,ラティアス,195/172,780,2025-04-06 02:13:57
s12a,AR,ヒスイヌメルゴン,196/172,320,2025-04-06 02:14:02
s12a,AR,メタモン,197/172,320,2025-04-06 02:14:07
s12a,AR,ノコッチ,198/172,320,2025-04-06 02:14:13
s12a,AR,ミルタンク,199/172,320,2025-04-06 02:14:18
s12a,AR,ビーダル,200/172,320,2025-04-06 02:14:23
s12a,AR,リオル,201/172,1480,2025-04-06 02:14:28
s12a,AR,チルット,202/172,780,2025-04-06 02:14:32
s12a,AR,ヨマワル,203/172,1280,2025-04-06 02:14:37
s12a,AR,ビッパ,204/172,1280,2025-04-06 02:14:43
s12a,AR,ピカチュウ,205/172,19800,2025-04-06 02:14:48
s12a,AR,ナエトル,206/172,1280,2025-04-06 02:14:53
s12a,AR,パラス,207/172,780,2025-04-06 02:14:58
s12a,AR,ポチエナ,208/172,980,2025-04-06 02:15:03
s12a,AR,メリープ,209/172,1480,2025-04-06 02:15:07
s12a,SAR,リーフィアVSTAR,210/172,3480,2025-04-06 02:15:13
s12a,SAR,リザードンV,211/172,3480,2025-04-06 02:15:18
s12a,SAR,リザードンVSTAR,212/172,7980,2025-04-06 02:15:24
s12a,SAR,エンテイV,213/172,2480,2025-04-06 02:15:29
s12a,SAR,バオッキーVSTAR,214/172,1980,2025-04-06 02:15:34
s12a,SAR,スイクンV,215/172,3480,2025-04-06 02:15:38
s12a,SAR,ネオラントV,216/172,1280,2025-04-06 02:15:43
s12a,SAR,グレイシアVSTAR,217/172,3480,2025-04-06 02:15:48
s12a,SAR,ライコウV,218/172,2980,2025-04-06 02:15:53
s12a,SAR,ゼラオラVMAX,219/172,1480,2025-04-06 02:15:58
s12a,SAR,ゼラオラVSTAR,220/172,1280,2025-04-06 02:16:04
s12a,SAR,ミュウツーVSTAR,221/172,6980,2025-04-06 02:16:09
s12a,SAR,デオキシスVMAX,222/172,1480,2025-04-06 02:16:14
s12a,SAR,デオキシスVSTAR,223/172,1480,2025-04-06 02:16:19
s12a,SAR,ブリムオンVMAX,224/172,680,2025-04-06 02:16:24
s12a,SAR,ザシアンV,225/172,1480,2025-04-06 02:16:29
s12a,SAR,ルカリオVSTAR,226/172,1780,2025-04-06 02:16:34
s12a,SAR,ドラピオンV,227/172,500,2025-04-06 02:16:39
s12a,SAR,ダークライVSTAR,228/172,2480,2025-04-06 02:16:44
s12a,SAR,ヒスイダイケンキV,229/172,980,2025-04-06 02:16:49
s12a,SAR,ヒスイダイケンキVSTAR,230/172,680,2025-04-06 02:16:53
s12a,SAR,フーパV,231/172,580,2025-04-06 02:16:58
s12a,SAR,ザマゼンタV,232/172,980,2025-04-06 02:17:03
s12a,SAR,レジギガスVSTAR,233/172,980,2025-04-06 02:17:08
s12a,SAR,ヒスイゾロアークVSTAR,234/172,2480,2025-04-06 02:17:14
s12a,SAR,アクロマの実験,235/172,680,2025-04-06 02:17:20
s12a,SAR,カイ,236/172,6980,2025-04-06 02:17:26
s12a,SAR,キバナ,237/172,980,2025-04-06 02:17:32
s12a,SAR,ザクロ,238/172,680,2025-04-06 02:17:37
s12a,SAR,シロナの覇気,239/172,5980,2025-04-06 02:17:42
s12a,SAR,セキ,240/172,980,2025-04-06 02:17:48
s12a,SAR,チェレンの気くばり,241/172,680,2025-04-06 02:17:54
s12a,SAR,ツツジ,242/172,1780,2025-04-06 02:17:59
s12a,SAR,ナタネの活気,243/172,1980,2025-04-06 02:18:05
s12a,SAR,メロン,244/172,1780,2025-04-06 02:18:10
s12a,SR,ウォロ,245/172,500,2025-04-06 02:18:15
s12a,SR,カミツレのきらめき,246/172,4980,2025-04-06 02:18:22
s12a,SR,シンオウの仲間たち,247/172,1480,2025-04-06 02:18:27
s12a,SR,博士の研究[ナナカマド博士],248/172,420,2025-04-06 02:18:33
s12a,SR,ヒスイの仲間たち,249/172,1480,2025-04-06 02:18:38
s12a,SR,ボスの指令[アカギ],250/172,1780,2025-04-06 02:18:43
s12a,SR,基本草エネルギー,251/172,320,2025-04-06 02:18:49
s12a,SR,基本炎エネルギー,252/172,420,2025-04-06 02:18:55
s12a,SR,基本水エネルギー,253/172,320,2025-04-06 02:19:00
s12a,SR,基本雷エネルギー,254/172,320,2025-04-06 02:19:05
s12a,SR,基本超エネルギー,255/172,420,2025-04-06 02:19:10
s12a,SR,基本闘エネルギー,256/172,220,2025-04-06 02:19:16
s12a,SR,基本悪エネルギー,257/172,500,2025-04-06 02:19:22
s12a,SR,基本鋼エネルギー,258/172,500,2025-04-06 02:19:27
s12a,UR,オリジンパルキアVSTAR,259/172,6980,2025-04-06 02:19:32
s12a,UR,オリジンディアルガVSTAR,260/172,7980,2025-04-06 02:19:37
s12a,UR,ギラティナVSTAR,261/172,19800,2025-04-06 02:19:41
s12a,UR,アルセウスVSTAR,262/172,9980,2025-04-06 02:19:46
sv01a,AR,トロピウス,074/073,320,2025-04-06 02:19:51
sv01a,AR,ニャオハ,075/073,780,2025-04-06 02:19:57
sv01a,AR,ニャローテ,076/073,500,2025-04-06 02:20:02
sv01a,AR,カエンジシ,077/073,320,2025-04-06 02:20:07
sv01a,AR,ホゲータ,078/073,880,2025-04-06 02:20:11
sv01a,AR,アチゲータ,079/073,420,2025-04-06 02:20:16
sv01a,AR,コイキング,080/073,9980,2025-04-06 02:20:21
sv01a,AR,クワッス,081/073,420,2025-04-06 02:20:26
sv01a,AR,ウェルカモ,082/073,420,2025-04-06 02:20:31
sv01a,AR,ムウマージ,083/073,680,2025-04-06 02:20:37
sv01a,AR,パルデアケンタロス,084/073,320,2025-04-06 02:20:43
sv01a,AR,パルデアウパー,085/073,320,2025-04-06 02:20:47
sv01a,SR,マスカーニャex,086/073,500,2025-04-06 02:20:52
sv01a,SR,ラウドボーンex,087/073,420,2025-04-06 02:20:57
sv01a,SR,ウェーニバルex,088/073,420,2025-04-06 02:21:03
sv01a,SR,デデンネex,089/073,680,2025-04-06 02:21:10
sv01a,SR,ルガルガンex,090/073,420,2025-04-06 02:21:16
sv01a,SR,パルデアドオーex,091/073,420,2025-04-06 02:21:23
sv01a,SR,キハダ,092/073,980,2025-04-06 02:21:29
sv01a,SR,クラベル,093/073,500,2025-04-06 02:21:35
sv01a,SR,ハヤト,094/073,500,2025-04-06 02:21:41
sv01a,SR,ボスの指令[ゲーチス],095/073,2480,2025-04-06 02:21:48
sv01a,SAR,マスカーニャex,096/073,6980,2025-04-06 02:21:53
sv01a,SAR,ラウドボーンex,097/073,3480,2025-04-06 02:22:00
sv01a,SAR,ウェーニバルex,098/073,2480,2025-04-06 02:22:05
sv01a,SAR,キハダ,099/073,14800,2025-04-06 02:22:10
sv01a,SAR,ボスの指令[ゲーチス],100/073,3480,2025-04-06 02:22:16
sv01a,UR,マスカーニャex,101/073,1480,2025-04-06 02:22:21
sv01a,UR,ラウドボーンex,102/073,980,2025-04-06 02:22:26
sv01a,UR,ウェーニバルex,103/073,980,2025-04-06 02:22:31
sv01s,AR,オリーニョ,079/078,320,2025-04-06 02:22:36
sv01s,AR,グレンアルマ,080/078,680,2025-04-06 02:22:41
