card_set,card_rarity,card_name,card_index,card_price,created_time
s12a,AR,ヒスイビリリダマ,173/172,220,2025-04-27 23:51:21
s12a,AR,コロトック,174/172,220,2025-04-27 23:51:25
s12a,AR,ブーバーン,175/172,320,2025-04-27 23:51:28
s12a,AR,オドリドリ,176/172,320,2025-04-27 23:51:31
s12a,AR,ラプラス,177/172,500,2025-04-27 23:51:35
s12a,AR,マナフィ,178/172,420,2025-04-27 23:51:38
s12a,AR,ケルディオ,179/172,420,2025-04-27 23:51:41
s12a,AR,エレキブル,180/172,320,2025-04-27 23:51:45
s12a,AR,ストリンダー,181/172,220,2025-04-27 23:51:48
s12a,AR,ガラルフリーザー,182/172,420,2025-04-27 23:51:51
s12a,AR,ミュウ,183/172,2480,2025-04-27 23:51:54
s12a,AR,ルナトーン,184/172,320,2025-04-27 23:51:58
s12a,AR,デオキシス,185/172,680,2025-04-27 23:52:01
s12a,AR,ディアンシー,186/172,320,2025-04-27 23:52:05
s12a,AR,キュワワー,187/172,220,2025-04-27 23:52:08
s12a,AR,ガラルサンダー,188/172,420,2025-04-27 23:52:11
s12a,AR,ソルロック,189/172,220,2025-04-27 23:52:15
s12a,AR,ガラルファイヤー,190/172,680,2025-04-27 23:52:18
s12a,AR,アブソル,191/172,420,2025-04-27 23:52:21
s12a,AR,フォクスライ,192/172,320,2025-04-27 23:52:25
s12a,AR,ジバコイル,193/172,320,2025-04-27 23:52:28
s12a,AR,チルタリス,194/172,320,2025-04-27 23:52:31
s12a,AR,ラティアス,195/172,780,2025-04-27 23:52:35
s12a,AR,ヒスイヌメルゴン,196/172,320,2025-04-27 23:52:38
s12a,AR,メタモン,197/172,320,2025-04-27 23:52:42
s12a,AR,ノコッチ,198/172,320,2025-04-27 23:52:45
s12a,AR,ミルタンク,199/172,320,2025-04-27 23:52:48
s12a,AR,ビーダル,200/172,320,2025-04-27 23:52:51
s12a,AR,リオル,201/172,1480,2025-04-27 23:52:55
s12a,AR,チルット,202/172,780,2025-04-27 23:52:58
s12a,AR,ヨマワル,203/172,1280,2025-04-27 23:53:02
s12a,AR,ビッパ,204/172,1280,2025-04-27 23:53:05
s12a,AR,ピカチュウ,205/172,19800,2025-04-27 23:53:08
s12a,AR,ナエトル,206/172,1280,2025-04-27 23:53:12
s12a,AR,パラス,207/172,780,2025-04-27 23:53:16
s12a,AR,ポチエナ,208/172,980,2025-04-27 23:53:19
s12a,AR,メリープ,209/172,1480,2025-04-27 23:53:22
s12a,SAR,リーフィアVSTAR,210/172,3480,2025-04-27 23:53:26
s12a,SAR,リザードンV,211/172,3480,2025-04-27 23:53:29
s12a,SAR,リザードンVSTAR,212/172,6980,2025-04-27 23:53:33
s12a,SAR,エンテイV,213/172,2480,2025-04-27 23:53:36
s12a,SAR,バオッキーVSTAR,214/172,1980,2025-04-27 23:53:39
s12a,SAR,スイクンV,215/172,3480,2025-04-27 23:53:43
s12a,SAR,ネオラントV,216/172,1280,2025-04-27 23:53:46
s12a,SAR,グレイシアVSTAR,217/172,3480,2025-04-27 23:53:49
s12a,SAR,ライコウV,218/172,2980,2025-04-27 23:53:52
s12a,SAR,ゼラオラVMAX,219/172,1480,2025-04-27 23:53:56
s12a,SAR,ゼラオラVSTAR,220/172,1280,2025-04-27 23:53:59
s12a,SAR,ミュウツーVSTAR,221/172,6980,2025-04-27 23:54:02
s12a,SAR,デオキシスVMAX,222/172,1480,2025-04-27 23:54:06
s12a,SAR,デオキシスVSTAR,223/172,1480,2025-04-27 23:54:09
s12a,SAR,ブリムオンVMAX,224/172,680,2025-04-27 23:54:12
s12a,SAR,ザシアンV,225/172,1480,2025-04-27 23:54:16
s12a,SAR,ルカリオVSTAR,226/172,1780,2025-04-27 23:54:19
s12a,SAR,ドラピオンV,227/172,500,2025-04-27 23:54:23
s12a,SAR,ダークライVSTAR,228/172,2480,2025-04-27 23:54:28
s12a,SAR,ヒスイダイケンキV,229/172,980,2025-04-27 23:54:31
s12a,SAR,ヒスイダイケンキVSTAR,230/172,680,2025-04-27 23:54:35
s12a,SAR,フーパV,231/172,580,2025-04-27 23:54:38
s12a,SAR,ザマゼンタV,232/172,980,2025-04-27 23:54:41
s12a,SAR,レジギガスVSTAR,233/172,980,2025-04-27 23:54:45
s12a,SAR,ヒスイゾロアークVSTAR,234/172,2480,2025-04-27 23:54:48
s12a,SAR,アクロマの実験,235/172,680,2025-04-27 23:54:51
s12a,SAR,カイ,236/172,5980,2025-04-27 23:54:55
