card_set,card_rarity,card_name,card_index,card_price,created_time
sv09a,AR,ヤンヤンマ,064/063,420,2025-03-21 02:00:21
sv09a,AR,シロナのロズレイド,065/063,1980,2025-03-21 02:00:25
sv09a,AR,シェイミ,066/063,1280,2025-03-21 02:00:30
sv09a,AR,イワパレス,067/063,680,2025-03-21 02:00:34
sv09a,AR,カミツオロチ,068/063,420,2025-03-21 02:00:38
sv09a,AR,ギャロップ,069/063,680,2025-03-21 02:00:42
sv09a,AR,ヒビキのバクフーン,070/063,2980,2025-03-21 02:00:46
sv09a,AR,カスミのコダック,071/063,3980,2025-03-21 02:00:50
sv09a,AR,カスミのラプラス,072/063,1780,2025-03-21 02:00:54
sv09a,AR,ラクライ,073/063,320,2025-03-21 02:00:58
sv09a,AR,ロトム,074/063,500,2025-03-21 02:01:03
sv09a,AR,ペパーのヨクバリス,075/063,580,2025-03-21 02:01:07
sv09a,SR,メガヤンマex,076/063,980,2025-03-21 02:01:11
sv09a,SR,ヒビキのホウオウex,077/063,1980,2025-03-21 02:01:15
sv09a,SR,ヘイラッシャex,078/063,500,2025-03-21 02:01:19
sv09a,SR,エレキブルex,079/063,500,2025-03-21 02:01:24
sv09a,SR,シロナのガブリアスex,080/063,2480,2025-03-21 02:01:29
sv09a,SR,ペパーのマフィティフex,081/063,680,2025-03-21 02:01:33
sv09a,SR,MCの盛り上げ,082/063,1980,2025-03-21 02:01:38
sv09a,SR,ジャッジマン,083/063,500,2025-03-21 02:01:42
sv09a,SR,ヒビキの冒険,084/063,1780,2025-03-21 02:01:50
sv09a,SAR,メガヤンマex,085/063,3980,2025-03-21 02:01:55
sv09a,SAR,ヒビキのホウオウex,086/063,29800,2025-03-21 02:01:59
sv09a,SAR,シロナのガブリアスex,087/063,39800,2025-03-21 02:02:03
sv09a,SAR,ペパーのマフィティフex,088/063,2480,2025-03-21 02:02:08
sv09a,SAR,ヒビキの冒険,089/063,12800,2025-03-21 02:02:11
sv09a,UR,ヒビキのホウオウex,090/063,5980,2025-03-21 02:02:15
sv09a,UR,シロナのガブリアスex,091/063,6980,2025-03-21 02:02:20
sv09a,UR,ハッコウシティ,092/063,2480,2025-03-21 02:02:24
sv02a,AR,フシギダネ,166/165,1280,2025-03-21 02:02:28
sv02a,AR,フシギソウ,167/165,980,2025-03-21 02:02:32
sv02a,AR,ヒトカゲ,168/165,1980,2025-03-21 02:02:36
sv02a,AR,リザード,169/165,980,2025-03-21 02:02:40
sv02a,AR,ゼニガメ,170/165,1280,2025-03-21 02:02:45
sv02a,AR,カメール,171/165,880,2025-03-21 02:02:49
sv02a,AR,キャタピー,172/165,420,2025-03-21 02:02:53
sv02a,AR,ピカチュウ,173/165,1780,2025-03-21 02:02:58
sv02a,AR,ニドキング,174/165,420,2025-03-21 02:03:02
sv02a,AR,コダック,175/165,780,2025-03-21 02:03:06
sv02a,AR,ニョロゾ,176/165,680,2025-03-21 02:03:11
sv02a,AR,ゴーリキー,177/165,420,2025-03-21 02:03:15
sv02a,AR,モンジャラ,178/165,420,2025-03-21 02:03:19
sv02a,AR,バリヤード,179/165,320,2025-03-21 02:03:23
sv02a,AR,オムナイト,180/165,320,2025-03-21 02:03:27
sv02a,AR,カビゴン,181/165,980,2025-03-21 02:03:32
sv02a,AR,ハクリュー,182/165,780,2025-03-21 02:03:37
sv02a,AR,ミュウツー,183/165,1480,2025-03-21 02:03:41
sv02a,SR,フシギバナex,184/165,980,2025-03-21 02:03:45
sv02a,SR,リザードンex,185/165,2980,2025-03-21 02:03:50
sv02a,SR,カメックスex,186/165,1280,2025-03-21 02:03:54
sv02a,SR,アーボックex,187/165,500,2025-03-21 02:03:58
sv02a,SR,キュウコンex,188/165,780,2025-03-21 02:04:02
sv02a,SR,プクリンex,189/165,500,2025-03-21 02:04:07
sv02a,SR,フーディンex,190/165,680,2025-03-21 02:04:11
sv02a,SR,ゴローニャex,191/165,580,2025-03-21 02:04:15
sv02a,SR,ガルーラex,192/165,500,2025-03-21 02:04:20
sv02a,SR,ルージュラex,193/165,500,2025-03-21 02:04:24
sv02a,SR,サンダーex,194/165,780,2025-03-21 02:04:29
sv02a,SR,ミュウex,195/165,1480,2025-03-21 02:04:32
sv02a,SR,エリカの招待,196/165,3980,2025-03-21 02:04:38
sv02a,SR,サカキのカリスマ,197/165,980,2025-03-21 02:04:42
sv02a,SR,ナナミの手助け,198/165,780,2025-03-21 02:04:46
sv02a,SR,マサキの転送,199/165,580,2025-03-21 02:04:52
sv02a,SAR,フシギバナex,200/165,8980,2025-03-21 02:04:55
sv02a,SAR,リザードンex,201/165,29800,2025-03-21 02:05:00
sv02a,SAR,カメックスex,202/165,8980,2025-03-21 02:05:05
sv02a,SAR,フーディンex,203/165,4980,2025-03-21 02:05:09
sv02a,SAR,サンダーex,204/165,8980,2025-03-21 02:05:13
sv02a,SAR,ミュウex,205/165,17800,2025-03-21 02:05:18
sv02a,SAR,エリカの招待,206/165,9980,2025-03-21 02:05:23
sv02a,SAR,サカキのカリスマ,207/165,3980,2025-03-21 02:05:27
sv02a,UR,ミュウex,208/165,2980,2025-03-21 02:05:31
sv02a,UR,ポケモンいれかえ,209/165,1780,2025-03-21 02:05:35
sv02a,UR,基本超エネルギー,210/165,1780,2025-03-21 02:05:40
